,article_id,corpus_text
0," FBIS4-14340      ""drnes083"," FBIS4-14340      ""drnes083_s_94006""        FBIS-NES-94-083  Daily Report    28 Apr 1994      Iran      Commentary on British Forces in Northern Ireland      Commentary on British Forces in Northern Ireland      LD2804204594 Tehran Voice of the Islamic Republic of Iran in  English 1930 GMT 28 Apr 94    LD2804204594    Tehran Voice of the Islamic Republic of Iran    English     BFN    [Unattributed commentary from the ""Perspectives"" feature]    [Text] The foreign secretary of Britain and foreign  minister of Northern Ireland [titles as heard], Douglas Hurd and  Dick Spring, met on April the 25th in Dublin, capital of  Ireland, in the context of the Northern Ireland peace talks  aimed at examining the means and ways for breaking the  deadlocked talks.    After four months since the signing of Ireland-Britain peace  initiative this is the first time ever that the two countries'  senior officials have launched a fresh effort for overcoming the  existing obstacles. Britain, which is one of the old parties to  the Northern Ireland dispute, through setting certain  preconditions for the participation of Sinn Fein, the political  wing of the Irish Republican Army, at their peace talks has  resulted in prompting this army to view their future peace talks  with pessimism, thus continuing its armed struggles [sentence as  received].    Britain, through setting a precondition for the Irish  Republican Army for putting an end to the armed struggles  without determining any obligation for London in connection with  the withdrawal of its forces, has drawn these talks to a  stalemate.    Political observers believe the presence of 12,000 British  troops as well as a 7,000 strong Ulster police in Northern  Ireland, which are considered as major opposition forces  antagonizing the IRA, are regarded as major obstacles to the  continuation of the peace talks process.    The British Government, contrary to its claims, based on its  interests in resolving the Northern Ireland dispute, still  insists on certain stands which are typical of the continuation  of Britain's dominance in Northern Ireland.    The British Government has hinted at the issue of self-rule  for Northern Ireland in its plan for peace initiative which  means that London refuses to accept the right to sovereignty for  Northern Ireland and is attempting to keep Northern Ireland as a  region under British dominance. Meanwhile, the Protestant  majority residing in Northern Ireland, that enjoys all-out  support and protection of Britain, is yet another obstacle to  the process of peace talks. In order to overcome it, Britain  has to adopt a stance taking into consideration the existing  realities.    Assuredly the British Government is no longer able to resort  to the past methods to suppress the IRA and seek to exercise  military power for the materialization of its political  objectives.    In the meantime, one should note that the IRA, in turn, now  does not see continuation of the armed struggle to be enough for  achieving its goals. That is because the Conservative and Labor  Governments in Britain have demonstrated that they have made  themselves invulnerable to the blows of the army and will  neutralize the effects of such measures and the government's  political decisions. With regard to the fact that the two sides  have obtained great experiences during more than two decades of  struggle, and also in view of the difficulties faced by each  side, it appears that one can assess the future of these talks  optimistically through the presentation of peaceful views by  each side.     "
0,FT941-10557 ,"FT941-10557 _AN-EBIDBACCFT 940209   FT  09 FEB 94 / Dublin cool on Mayhew plan for talks      By TIM COONE and MICHAEL CASSELL      DUBLIN, BELFAST   The Irish government yesterday gave a cool response to proposals sent to Dublin at the weekend by Sir Patrick Mayhew, the Northern Ireland secretary. Its stance underlined the differing emphases of the two governments over the next step to be taken in the Ulster peace process. Dublin is not planning an immediate response to the British government's latest proposals to renew round-table talks in Northern Ireland, but will make its own suggestions 'for additional areas of discussion' in the coming weeks. Mr Dick Spring, the Irish foreign minister, described Sir Patrick's proposals as 'a checklist of relevant points in relation to the recommencement of talks', and emphasised that any new talks must be on the basis of the joint declaration and the three-strand talks that broke up without agreement in November 1992. Unease with the latest British proposals, which outline the creation of a new assembly in Northern Ireland, was underlined by a Dublin spokesman who said the Irish government 'will be making suggestions for additional areas of discussion'. Mr Albert Reynolds, the Irish prime minister, said that next week's UK-Irish summit in London will review progress on the joint declaration. The British and Irish prime ministers are due to meet on February 19 to attend the England-Ireland rugby match at Twickenham, and it is expected that Sir Patrick and Mr Spring will also be involved in the discussions. Ulster unionists last night reacted angrily to the news that Sir Patrick had already provided Dublin with the ideas he wants pursued. Mr Peter Robinson, the Democratic Unionist MP for east Belfast, said the disclosure that Britain had given details of its latest thinking to Dublin was an 'outrage' .   Countries:-  IEZ  Ireland, EC.     GBZ  United Kingdom, EC.   Industries:-  P9721 International Affairs.   Types:-  NEWS  General News.  The Financial Times   London Page 9  "
0,FT934-16951 ,"FT934-16951 _AN-DJDB4ABNFT 931004   FT  04 OCT 93 / IRA welcomes Ulster talks      By TIM COONE      DUBLIN   THE IRA last night gave its first reaction to the Hume-Adams talks on Northern Ireland, saying they could provide the basis for peace. In a statement released in Dublin, the IRA leadership said it 'welcomed this initiative'. The IRA statement said: 'We are informed of the broad principles which will be for consideration by the London and Dublin governments. 'It is unfortunate that the British government reaction to this initiative so far has been negative, fuelling unionist reaction. Nonetheless if the political will exists or can be created, it could provide the basis for peace.' The statement added that the IRA, its members and supporters had a 'vested interest' in seeking a just and lasting peace in Ireland. But it stressed that they had not budged from their desire for an all-Ireland solution to the Ulster violence. The controversial talks between Ulster's Social Democratic and Labour party leader Mr John Hume and Sinn Fein leader Mr Gerry Adams gained momentum at the weekend after Mr Adams said he is prepared to present peace proposals to the IRA. He told the Irish Times: 'I am quite prepared to go to the IRA with a package if one can be produced. 'I would of course seek a package, which would allow me to make definitive proposals to the IRA in relation to the future conduct of its campaign. Whether I can do that or whether indeed the outcome would be acceptable to the IRA is a matter for all of us to apply ourselves to.' Last week Mr Hume and Mr Adams said they believed a broader negotiating process could begin which could lead 'to a stable and lasting peace'. A report by the two party leaders, containing a number of proposals, is to be discussed with the Irish government later this week when Mr Hume visits Dublin. The Irish government is expected to discuss this later with the British government.   Countries:-  IEZ   Ireland, EC.     GBZ  United Kingdom, EC.   Industries:-  P9721 International Affairs.     P9711 National Security.   Types:-  NEWS  General News.  The Financial Times   London Page 6  "
0,FT934-16301 ,"FT934-16301 _AN-DJGCLAB1FT 931007   FT  07 OCT 93 / Dublin says peace moves have begun      By TIM COONE   MR Albert Reynolds, the Irish prime minister, yesterday appealed for 'restraint and patience' regarding the nationalist peace initiative from Northern Ireland, but affirmed his government is now involved in the efforts to bring about an end to the military campaigns of the IRA and Loyalist paramilitaries in the province. Answering questions in the Dail (Irish parliament) yesterday he quoted from the recent joint statement by Mr John Hume, the leader of the Social Democratic and Labour party, and Mr Gerry Adams, the Sinn Fein leader. He said: 'It is pretty clear that it is a peace process we are talking about . . . we are engaged in trying to find a formula for peace.' On the talks between Mr Hume and Mr Adams, Mr Reynolds said: 'I was fully aware of the objectives of those talks but not of the detail.' He and Mr Dick Spring, the foreign minister, are to be told those details in a full briefing from Mr Hume later today, and will consider the proposals that Mr Hume and Mr Adams have come up with. Mr Reynolds said loyalist paramilitaries in the province have declared their violence to be reactive to that of the IRA, and that if the IRA stops its campaign then the loyalists would stop theirs. Mr Hume and Mr Adams have been holding bilateral talks since last April, which Mr Hume has stated are aimed at achieving a 'total cessation of all violence'. Mr Reynolds attempted to damp expectations that there would be a prompt publication of the proposals. He said: 'I want to ask for restraint and patience from this house and the public in general. There is no overnight solution . . . I don't think that making every detail public would be helpful to achieving a settlement.' He has a meeting scheduled with Mr John Major, the British prime minister, before the end of the year, and added: 'If a further meeting becomes necessary before then, then I shall seek one.' The Northern Ireland Office had not fully digested the detail of Mr Reynolds' statements last night, but a spokesman said: 'The way forward as we see it is to get the (round-table) talks going again, and if any document is presented to us by the Irish government then we will consider it.' Pressed by opposition leaders as to whether the Irish government is prepared to amend its constitutional claim to Northern Ireland, which Unionists say is the main impediment to any progress, Mr Reynolds insisted that there will be no unilateral move by Dublin. Editorial comment, Page 23   Countries:-  GBZ  United Kingdom, EC.   Industries:-  P9721 International Affairs.     P8651 Political Organizations.   Types:-  NEWS  General News.  The Financial Times   London Page 11  "
0,FT941-7866 ,"FT941-7866 _AN-EBWDCABXFT 940223   FT  23 FEB 94 / Sinn Fein to put blame on London      By TIM COONE      DUBLIN   Sinn Fein, the political wing of the IRA, will seek this weekend to blame the British government for lack of progress on the Northern Ireland peace initiative. Officials said yesterday that a 'full debate' was anticipated on the peace process at the party conference, to be held in Dublin, and a definitive Sinn Fein response to the Downing Street declaration could not be ruled out - although it was 'unlikely in current circumstances'. The party's national executive has put forward an emergency motion welcoming the Irish government's approach to the Downing Street declaration and 'its positive and commonsense attitude to the need to provide clarification'. It calls on the British government 'to join the ranks of the persuaders' and reiterates Sinn Fein's demand for British clarification of the peace process. A Sinn Fein official said this would require face-to-face talks and for the British government to say whether it was considering an eventual withdrawal from Northern Ireland. Mr Danny Morrison, a senior IRA prisoner in the Maze prison in Northern Ireland, said that, if the British became 'persuaders' of unionists in the province 'to accept reconciliation with the rest of the Irish people,' this would result in a rethinking of the Republican movement's strategy. Other important issues to be debated at the conference are policy papers on the European Union and the economic effects of a united Ireland.   Countries:-  IEZ  Ireland, EC.     GBZ  United Kingdom, EC.   Industries:-  P8651 Political Organizations.     P9721 International Affairs.   Types:-  NEWS  General News.  The Financial Times   London Page 9  "
0,FT934-1987 ,"FT934-1987 _AN-DLPC5ACBFT 931216   FT  16 DEC 93 / The Joint Statement on Ulster: March of Irish history from the Boyne to Downing Street   1169 Norman barons invade Ireland from England. Partial military conquest of Irish kings establishes rule of English crown. Sixteenth and seventeenth centuries see 'plantation' of Ireland by 75,000 British colonists 1649 Oliver Cromwell leads army to suppress Catholic revolt in Ireland. New wave of plantation of Protestant colonists. 1690 Battle of the Boyne. William III of Orange defeats army of James II ensuring rule of Protestant monarchy 1791 Inspired by French revolution, society of United Irishmen founded to end rule from Britain. 1801 act of union between Britain and Ireland, abolishing Irish parliament 1850s emergence of Fenian movement and Irish Republican Brotherhood for Irish independence 1916 Easter uprising by nationalists against British rule defeated 1921 Ireland partitioned creating catholic majority in south and protestant majority in north. Stormont parliament established. 1921-23 Civil war in Irish Free State over terms of partition 1937 Ireland adopts new constitution which asserts a territorial claim to Northern Ireland 1969 Catholic civil rights movement in Northern Ireland repressed, giving rise to first military actions by Provisional IRA. 1972 Stormont dissolved and direct rule from Westminster established 1974 Sunningdale agreement for power-sharing in province brought down by Unionist opposition 1985 Anglo-Irish agreement gives Dublin consultative role in Northern Ireland's affairs 1991 Round table talks on new political settlement begin. Nov 1992 Talks process breaks down without agreement. April 1993 John Hume of SDLP and Gerry Adams of Sinn Fein begin bilateral talks process. September 1993 Hume-Adams initiative setting out framework for peace passed to two governments. October 29, 1993 British and Irish prime ministers announce new peace process and offer seat at negotiating table to Sinn Fein if IRA violence ends December 15, 1993 Downing Street declaration   Countries:-  IEZ  Ireland, EC.     GBZ  United Kingdom, EC.   Industries:-  P9721 International Affairs.     P9711 National Security.   Types:-  NEWS  General News.  The Financial Times   London Page 10  "
0,FT943-6721 ,"FT943-6721 _AN-EH1APABHFT 940827   FT  27 AUG 94 / Adams upbeat at meeting US group      By TIM COONE      DUBLIN   Mr Gerry Adams, Sinn Fein president, yesterday described his meeting in Belfast with an influential Irish-American delegation as 'an important step forward' in the Northern Ireland peace process. He and other Sinn Fein leaders spent three hours with Mr Bruce Morrison, a former US congressman, and five other prominent Irish-Americans, who received a detailed briefing on the peace process from the Irish prime minister and foreign minister on Thursday. Although on a private visit, the US delegation will report back to the White House when it returns to the US next week. After yesterday's meeting Mr Adams said: 'We can look forward to the peace process moving on as a result of these discussions and deliberations.' Sinn Fein believes the Irish-American lobby in the US will have a key role to play in the months ahead, especially in the context of a widely expected imminent IRA ceasefire. The British and Irish governments have emphasised that Sinn Fein will be admitted to round-table political talks only in the event of a permanent end to IRA violence. But politicians on both sides of the border acknowledge that an extended IRA ceasefire will put them under pressure to respond positively, if there is to be any chance of a temporary ceasefire being turned into a permanent one. That is why Sinn Fein sees the powerful Irish-American lobby in the US as having a role in helping to shape US government policy on Ireland, and in turn influencing development of the peace process. Mr Morrison said that he had been 'very encouraged' by yesterday's meeting with the Sinn Fein leadership and that he believed the peace process was moving 'in a very positive direction'. Mr Morrison's delegation is to meet leaders from the Social Democratic and Labour party (SDLP) and the Alliance party, but has been snubbed by the two main unionist parties, the UUP and the DUP.   Countries:-  GBZ  United Kingdom, EC.     IEZ  Ireland, EC.     USZ  United States of America.   Industries:-  P9721 International Affairs.   Types:-  NEWS  General News.  The Financial Times   London Page 6  "
0,FT934-8237 ,"FT934-8237 _AN-DKSDHAIVFT 931116   FT  16 NOV 93 / Major offers talks with Sinn Fein if IRA lays down arms      By KEVIN BROWN, Political Correspondent      LONDON   MR JOHN MAJOR, the UK prime minister, acted to break the Northern Ireland deadlock yesterday by issuing the first explicit offer to negotiate with Sinn Fein if the IRA lays down its arms. Mr Major told the Lord Mayor's banquet in the City of London that 'there may now be a better opportunity for peace in Northern Ireland than for many years'. He ruled out secret deals with terrorists, and insisted that the government would 'never' talk to organisations which declined to renounce violence. 'But if the IRA ends violence for good then, after a sufficient interval to ensure the permanence of their intent - Sinn Fein can enter the political arena as a democratic party and join the dialogue on the way ahead.' In his most optimistic appraisal yet of the prospects for Northern Ireland, Mr Major said there was a 'burning desire on each side of the community for peace'. He said the Irish government had shown 'a new understanding of the rights and concerns of unionists,' and most of the constitutional parties in Northern Ireland were 'purposefully' engaged in talks about a settlement. All the parties accepted that flexibility was needed, and that 'cherished positions' would have to be modified. 'These elements present the opportunity we are determined to pursue,' he said. Downing Street said the prime minister's words were intended as an 'explicit' demonstration that the government was 'very serious' about the peace process. 'Northern Ireland is something which the prime minister intends to keep on the front burner,' a senior official said. The speech also confirms that the UK government is prepared to press ahead without the participation of the hardline Democratic Unionist party, led by the Rev Ian Paisley, which has said it will 'never' talk to Sinn Fein, even after a cessation of IRA violence. The possibility that the British and Irish governments might be willing to talk to Sinn Fein was first raised in a joint declaration in Brussels last month by Mr Major and Mr Albert Reynolds, the Irish prime minister. However, Downing Street said Mr Major's declaration last night clarified the government's position. 'It has never been explicit, as it is here,' said a senior official. The government dismissed reports in Northern Ireland newspapers that the government had held recent talks on a ceasefire with Sinn Fein or IRA leaders.   Countries:-  GBZ  United Kingdom, EC.     IEZ  Ireland, EC.   Industries:-  P9721 International Affairs.   Types:-  NEWS  General News.  The Financial Times   International Page 18  "
0,FT941-12196 ,"FT941-12196 _AN-EBADGABUFT 940201   FT  01 FEB 94 / No. 10 denies split with Washington over Sinn Fein: Congressmen say granting Gerry Adams a visa is a 'calculated gamble' for peace      By GEORGE GRAHAM, MICHAEL LITTLEJOHNS and DAVID OWEN   Downing Street last night played down suggestions of friction between London and Washington over the visit of the Sinn Fein leader. 'I don't think Gerry Adams is going to split the US and the UK to put it mildly,' a spokesman said. But it urged the US government to put pressure on the Sinn Fein president to use the controversial visit to announce an end to violence. In New York Mr Douglas Hurd, the foreign secretary, said it was 'an American decision entirely'. Last week London said it hoped a visa would not be given to Mr Adams unless he made 'a clear and unequivocal renunciation of violence'. US officials believe Mr Adams's visit could strengthen his position within the Irish republican movement thereby helping those willing to move towards peace talks to control the more extreme members of their organisations. A group of about 40 members of Congress had been pressing President Bill Clinton to grant Mr Adams a visa to attend a conference in New York today on the prospects for peace in Northern Ireland, arguing that this could contribute to the peace process by enhancing his influence over the rank and file membership of the IRA. 'The visa won't ensure that, but it's a calculated gamble to raise his prestige against some of his party's extremists,' a congressional official said. 'What is the worst that can happen? If it doesn't work and they go back to terrorism he doesn't get in again,' he added. White House officials said the intention behind the visa authorisation was to 'reach out to him and his organisation to encourage them to work within the peace process'. The House of Representatives' Speaker Thomas Foley, Congress's most prominent member of Irish extraction, was opposed last week to granting Mr Adams a visa. However most of the Friends of Ireland, a congressional caucus whose leaders include Congressman Frank McCloskey of Indiana and Senator Edward Kennedy of Massachusetts, have strongly urged Mr Clinton to agree to Mr Adams's visa request. In 1992, during a hard-fought primary election in New York state, Mr Clinton told a gathering of Irish-Americans he thought it would be 'totally harmless to our national security and would widen the political debate in this country' to grant a visa to Mr Adams. Two days later, however, Mr Adams lost his seat in the British parliament, offering Mr Clinton an excuse for not fulfilling that promise when Mr Adams applied for a visa last summer. While US officials maintain a degree of scepticism about the likelihood of any imminent breakthrough towards peace in Northern Ireland, they also see real hope in last month's joint declaration by Mr John Major and Mr Albert Reynolds, the British and Irish prime ministers. 'It is by no means gilded excitement but for the first time in a long time people aren't just saying 'this is all balderdash',' a US official said.   Countries:-  USZ  United States of America.   Industries:-  P9721 International Affairs.     P8651 Political Organizations.   Types:-  PEOP  People.     NEWS  General News.  The Financial Times   London Page 8  "
0,FT944-16758 ,"FT944-16758 _AN-EJLD6ACPFT 941012   FT  12 OCT 94 / Reynolds presses Major on Ulster   Mr Albert Reynolds, the Irish prime minister, yesterday called for 'an accelerated British response' to the six-week-old IRA ceasefire. In the wake of the assertion by Sir Patrick Mayhew, the Northern Ireland secretary, that the British government may never be in a position to say it accepts that the IRA ceasefire is permanent, Mr Reynolds told the Dublin parliament he was convinced that the end of IRA violence was 'real and for good'. He said he would be in touch with Mr John Major later this week to explain 'that we believe the peace process should be consolidated and underpinned at the earliest possible moment because if any vacuums develop, the process could be endangered - and we don't want to see that happen'. Mr Reynolds also said he was 'encouraged' by signs of a loyalist ceasefire. There was fresh optimism in Northern Ireland last night within the fringes of the paramilitaries after the Government allowed loyalist leaders into the top-security Maze Prison on Monday for talks about a possible ceasefire with UDA and UVF inmates. Mr Reynolds, replying to a series of questions on the search for peace in Northern Ireland, told the parliament of his forthcoming contact with Mr Major: 'I will be making the point that I believe the time has come now, into the sixth week of the cessation of violence, to accelerate the response of the British government. 'Also that the British government should use whatever pressures they can in relation to an end of violence by loyalist paramilitaries.' But he also made clear that Sinn Fein had been told that Dublin disapproved of the steep rise in punishment beatings carried out by republican hardliners since the ceasefire began on September 1. Mr Reynolds said it was expected that a framework for all-party, cross-border talks would be completed ahead of a meeting soon with Mr Major. 'The intention is that the discussions and negotiations on the document will be over before we fix a definitive date for the meeting,' he said.   Countries:-  GBZ  United Kingdom, EC.     IEZ  Ireland, EC.   Industries:-  P9721 International Affairs.   Types:-  NEWS  General News.  The Financial Times   London Page 15  "
