,article_id,corpus_text
0," FBIS4-62085      ""drsov092"," FBIS4-62085      ""drsov092_b_94017""        FBIS-SOV-94-092  Daily Report    11 May 1994      RUSSIA NATIONAL AFFAIRS   Economic Issues      Russia Reduces Volume of Foreign Credits      Russia Reduces Volume of Foreign Credits      LD1105151294 Moscow INTERFAX in English 1347 GMT 11 May 94   LD1105151294    Moscow INTERFAX    English     BFN     [Text] During 1992 Russia received 10.5 billion dollars in  the form of foreign credits allotted by different countries,  banks and companies. Among Russia's biggest creditors are  Germany (4.5 billion dollars), the US (1.8 billion dollars),  Italy (1.05 billion dollars) and France (554 million dollars).    This information was given in a paper circulated among the  State Duma deputies on Wednesday. Today the State Duma will  consider the draft law on state foreign borrowings on the part  of Russia and on state credits given to Russia by foreign  countries and on the upper limit of foreign borrowings and  credits which may be granted to Russia by a foreign country in  1994.    The paper underlined that the total sum of the received  credits had been reduced to 4.46 billion dollars during 1993.  Germany remained the biggest creditor (2.4 billion dollars).  France had second place with 680 million dollars. The US was  the third biggest creditor - 671 million dollars. Italy was the  fourth - with 228 million dollars.    During this year Russia expects to receive 2.8 billion in  foreign credits, including 850 million dollars from Germany, 525  million dollars from Italy, 485 million dollars from the US, 350  million dollars from Japan. Great Britain will allot 190  million dollars, the EEC 150 million dollars and France 85  million dollars.    In 1993 the foreign credits were distributed among different  sectors of the Russian economy as follows: the agriculture and  the food industry received 2.02 billion dollars; industry - 817  million dollars; the transport and communications 724 million  dollars; the municipal economy and environment 482 million  dollars and the medical industry 295 million dollars. A total  of 120 million dollars were spent on purchasing medicine.    In 1994 the foreign credits are expected to be distributed  as  following: the agriculture and the food industry will receive  490 million dollars; industry - 1.97 billion dollars; the  transport and communications - 450 million dollars; the  municipal economy and environment - 140 million dollars and the  medical industry - 280 million dollars. A total of 370 million  dollars will be spent on purchasing medicine.    Another paper cited the terms of credits allotted by the  former USSR and Russia to India, Cuba, Algeria and Pakistan.  For instance, India was allotted 830 million dollars in 1992  for the delivery of Russian ""special property"" and services.  The term of the credit in 1994-1995 proceeds from a 5  pct-annual rate. Repayment of the credit by India provides for  a ten pct-advanced payment. A total of 90 pct of the sum will  be repaid over seven years through the delivery of goods from  India.    In accordance with the agreement on economic and technical  cooperation between Russia and Cuba signed in July 1993, Cuba  received 350 million dollars under a 4 pct-annual rate. The  credit is to be paid in 1993-1995. Cuba must pay the credit  through goods deliveries over 10 years.     "
0," FBIS4-10222      ""drlat069"," FBIS4-10222      ""drlat069_a_94010""        FBIS-LAT-94-069  Daily Report    6 Apr 1994      CARIBBEAN   Cuba      Commentary: Foreign Money Needed for Oil Exploration      Commentary: Foreign Money Needed for Oil Exploration      PA0804185494 Havana Radio Havana Cuba in Spanish 0000 GMT 6  Apr 94    PA0804185494    Havana Radio Havana Cuba    Spanish     BFN    [Commentary by Roberto Morejon from the ""Evening Information  Review"" newscast]    [Text] Agreements with two countries could clear up Cuba's  energy future if they are ultimately implemented, allowing the  island to improve its economy, whose Achilles' heel is precisely  the lack of fuel.    The weekly OPCIONES, which circulates in Cuba to provide  information to tourists and foreign residents, said in its  latest edition that Cuba and Russia ratified an agreement last  December to exchange Cuban sugar for Russian petroleum. Through  this agreement, Moscow would send 2.5 million tons of petroleum  to the island this year in exchange for 1 million tons of  unrefined sugar.    A few days ago, Mexican Ambassador to Cuba Carlos Tello  revealed both countries had signed a letter of intent to  exploit, under a joint enterprise scheme, some 60,000 barrels of  petroleum at the Cienfuegos refinery on the southern coast of  Cuba, and to produce petroleum byproducts for sale on domestic  and world markets.    If the accord signed by Havana and the Mexican state-owned  company Mexpetrol advances favorably, the refined product would  be sold in the Cuban market and the oversupply in other nations.  The origin of the current Cuban economic crisis is related to  energy following the reduction in petroleum supplies from the  defunct Soviet Union, which in 1989 supplied a little more than  13 million tons.    Cuba has been forced to get its economy going with only half  of this amount, because it does not have the financial reserves  to purchase all of its petroleum needs. For similar reasons,  Cuba mothballed its electronuclear program launched with the  Soviet Union in 1980, when investments exceeded $1.2 billion.  For the time being, this has eliminated the possibility of  reducing dependence on imported petroleum. Cuba does not have  plentiful rivers, large forests, or significant coal deposits,  and it only exploits wells of heavy petroleum, whose production  last year hit a record of 1.1 million tons.    National crude oil is used in industry, the production of  cement, and power-generation. Additionally, the country has  resorted to foreign investments to explore new fields of light  petroleum by granting risk contracts. The results of these  contracts will only be known in the future.    Even if the agreements with Russia and Mexico bear fruit,  not  all of the country's needs will be met. Nevertheless, annual  payments on imports would be reduced by using petroleum refined  at the Cienfuegos installation, in addition to securing the  Russian supply in exchange for Cuban sugar.     "
0," FBIS4-38629      ""drsov105"," FBIS4-38629      ""drsov105_a_94030""        FBIS-SOV-94-105  Daily Report    31 May 1994      RUSSIA INTERNATIONAL AFFAIRS      Cuban Consul on Trade Cooperation Issues      Cuban Consul on Trade Cooperation Issues      LD3105221094 Moscow Radio Rossii Network in Russian 1900 GMT  31 May 94    LD3105221094    Moscow Radio Rossii Network    Russian     BFN     [Text] A news conference took place on Tuesday 31 May in  the Consulate General of the Republic of Cuba in St. Petersburg.  A reportage by our correspondent Vladimir Izotov has the  details.    [Izotov] (Felix Leon Carabello), consul general of the  Republic of Cuba in St. Petersburg, did not conceal the fact  that the main aim of the news conference was to attract the  attention of Russian and, in the first place, St. Petersburg  businessmen toward cooperation with his country.    In the early 1980's trade turnover between Cuba and the  Soviet Union was some 7 to 8 billion rubles [R] per annum, Mr.  (Caraballo) recalled, in terms of the ruble exchange rate at  that time. Now it would be excellent if the target of R1.5 to 2  billion could be achieved, he added.    After the break-up of the Soviet Union and the Council for  Mutual Economic Assistance, considerable changes took place in  Cuba, the consul general said. Circulation of foreign currency  has been legalized in the country. Joint enterprises, in the  first place in the sphere of tourism, have undergone development.    The most hurtful thing, Mr. (Caraballo) added, is that the  place of the Soviet Union in the development of such sectors of  the Cuban economy as the nickel and oil refining industries has  been taken not by Russia but by Canada, Sweden, and other  western countries.    In reply to a question by the Radio Rossii correspondent  about trade cooperation with our country, Cuba's consul general  remarked that not very long ago an agreement was signed on the  delivery of 1 billion tonnes of Cuba sugar to Russia in exchange  for 2.5 billion tonnes of Russian oil. The government of St.  Petersburg and Leningrad oblast is showing an interest in  developing partner relations with Cuba, Mr. (Caraballo)  remarked. The joint (Petrokub) firm is already in operation --  it is engaged in exporting Cuban tobacco to St. Petersburg. A  joint enterprise for the delivery of Cuban medicines to Russia's  northwestern region will start functioning soon.     "
0," FBIS4-10797      ""drlat075"," FBIS4-10797      ""drlat075_a_94018""        FBIS-LAT-94-075  Daily Report    15 Apr 1994      CARIBBEAN   Cuba      Commentary Examines Effects of Oil Shortage      Commentary Examines Effects of Oil Shortage      PA1604231094 Havana Radio Havana Cuba in Spanish 0000 GMT 15  Apr 94    PA1604231094    Havana Radio Havana Cuba    Spanish     BFN    [Commentary by Miguel Angel de la Guardia from the ""Evening  Information Review"" newscast]    [Text] There is no doubt that the shortage of oil and oil  by-products is the main economic problem Cuba is currently  facing. It is the main hardship of the so-called special period  in the aftermath of the sudden fall of eastern European  socialism, particularly the fall of socialism in the former  Soviet Union. This lack of oil has had a widespread effect on  all types of transportation services, because Cuba has largely  relied on automotive transportation, which requires not only  fuel, but also lubricants and other important products.    The sugar industry, the most important industry in Cuba,  which is the world's largest sugar exporter, cannot run without  petroleum. However, many sugar refineries are using bagasse as  the main source of fuel for their boilers.    In addition, the country's electrical industry also needs  hydrocarbons to generate energy. Cuba, a small country that  lacks large rivers and waterfalls needed to build hydroelectric  plants, has only two alternatives: thermoelectrical plants,  which also need oil, and nuclear plants. The construction of  the nuclear plant in Juragua, in the central region, was halted  when it was almost finished, because the mighty Soviet state,  which was helping Cuba build its first nuclear plant, suddenly  disappeared. Thus, the Cuban Government is feverishly  negotiating with other countries to complete this project vital  to the national economy. This lack of electricity introduced a  new predicament to the Cuban population, which is exposed to  daily power outages that last several hours, usually at times  when it is most needed.    These brief examples allow us to visualize the problems the  Cuban nation is currently facing, because the world's largest  power is economically blocking and harassing it to subjugate the  political resolve of the Cuban population. Cuba, along with  several European and American countries, has given oil  exploration a large impetus. Cuba has also been able to  significantly increase national crude production since 1959,  when the revolution succeeded.    Oil production is expected to amount to 1.3 million tons  this  year and will continue to grow in the future. Large amounts of  this oil used to generate electricity are too heavy and require  special treatment to reduce the number of breakdowns in the  industry's already worn-out equipment.    Cuba also signed an important agreement with Russia to  exchange 2.5 million tons of oil for 1 million tons of sugar  this year. In addition, a joint operation with Mexico is  already under way to jump start the Cienfuegos oil refinery,  part of whose output will be bought by and consumed in that  country.    After the incident of an alleged meeting that Colombian  guerrillas held in Havana, which jeopardized the recently  established relations between the two countries, there is a  possibility that Colombia will sell some 120,000 barrels of  crude oil daily to Cuba within the framework of a transaction  exclusively regulated by international trade guidelines. Other  efforts are already under way but have yet to materialize. It  is expected that the Cuban economy will experience some kind of  relief this year and will begin surmounting the crisis caused by  the latest political upheavals.     "
0,FT944-12369 ,"FT944-12369 _AN-EKBD9AA5FT 941102   FT  02 NOV 94 / Russia cuts off Cuba's oil supplies      By JOHN LLOYD and PASCAL FLETCHER      MOSCOW, HAVANA   Russia has suspended shipments of oil to Cuba because the Caribbean state has not met its promised level of sugar exports to Russia, Mr Oleg Davydov, the Russian trade minister, said yesterday. The cut in supplies to a country which once enjoyed the closest links with the former Soviet Union is expected to further damage the recession-hit Cuban economy. The decision is in line with Russia's attitude to other countries which once enjoyed oil imports for barter, or at prices far below the world market level - including former Soviet states which are now independent countries. Mr Davydov said Russia had exported 1.5m tonnes of oil to Cuba, but had received only 500,000 tonnes of sugar - 550,000 tonnes short of the amount agreed. He said Russia would sell the remaining 1m tonnes of oil it had agreed to ship to Cuba on the world market, 'adding around Dollars 120m to the national budget'. 'If after our own sugar harvest the need arises to import more sugar cane, then we are prepared to open negotiations again with Cuba on this issue in 1995,' Mr Davydov said. He added, however, that the barter of sugar for oil was unprofitable. An official of the Cuban sugar organisation, Cubazucar, said the deal, agreed last December, was still active - although only partly fulfilled. 'It doesn't mean the accord has stopped.' However, Cuba would not be able to deliver sugar until December or January, after this year's harvest.   Countries:-  RUZ  Russia, East Europe.     CUZ  Cuba, Caribbean.   Industries:-  P9721 International Affairs.   Types:-  NEWS  General News.  The Financial Times   London Page 4  "
0,FT921-9644 ,"FT921-9644 _AN-CBKBQACWFT 920211   FT  11 FEB 92 / Commodities and Agriculture: Low Cuban sugar crop forecast      By DAMIAN FRASER      MEXICO CITY   CUBA'S SUGAR crop is at best likely to be 6.5m tonnes in 1991-92, about 1.1m tonnes less than in 1990-91, according to a group of sugar experts who gathered together in the Dominican republic under the auspices of the (moderate) Cuban exile group, Sociedad Economica de los Amigos del Pais. The experts - who included a senior official from the US Department of Agriculture, analysts from FO Licht, the German sugar statistics agency, Scudder Group, Czarnikow, the London trade house, and assorted academics - believed that Cuba failed to harvest any sugar in the last two months of 1991. This would reduce the seasonal (November-June) harvest by between 300,000 and 1m tonnes. In January harvesting appears to have been very slow. Even if the weather holds up, the experts agreed that Cuba would be lucky to produce 6.5m tonnes this year, given the shortages of spare parts, poor maintenance of equipment, and problems in the field. The onset of rain would push the forecast even lower, said Mr Gerry Hagelberg, of FO Licht. In November the USDA estimated that Cuba's production would reach 7.3m tonnes. Mr Peter Buzzanell, the official responsible for estimates, suggested that the department would formally revise its estimate downwards as early as this week. The drop of production, if it materialises, will hit Cuba's battered economy hard - for the first time it is having to sell sugar (usually 75 per cent of exports) at world, rather than preferential prices. But it will come as welcome news to the world sugar market, which has been bracing itself for a flood of sugar after the collapse of Cuba's barter trade with the former-Soviet Union. In the nine months to last September, Cuba exported 6.15m tonnes of sugar, of which 3.7m tonnes went to the Soviet Union, 740,000 tonnes to China, about 500,000 tonnes to Japan and Canada and the remainder to assorted countries. In the full year Cuba promised to send the Soviet Union 4m tonnes of sugar in return for 10m tonnes of oil and other products. (An exchange that valued Cuban sugar at about 24 cents a lb, compared with a world price of 8 cents a lb). This year, however, Cuba has had to renegotiate with ex-Soviet Union states. So far Russia has agreed to buy (with oil) 500,000 tonnes of Cuban sugar, with an option to buy another 500,000 tonnes; Kazakhstan will take another 200,000 tonnes, with an option for 200,000 tonnes; and Latvia 50,000 tonnes. Cuba will thus have to find a home for about 1.5m tonnes of sugar that in the past went to the Soviet Union, assuming production at the lower 6.5m tonnes (and exports at around 5.4m tonnes), and the options fully taken up. Some of this excess sugar will go to other ex-Soviet states that have yet to sign trade agreements with Cuba, and, says Mr Hagelberg, perhaps as much as 400,000 tonnes to Iran and South Korea. Nevertheless the world markets could still be expected to absorb about 1m tonnes of extra Cuban sugar this year - unless Cuba's crop deteriorates still further.  The Financial Times   London Page 28  "
0,FT923-10781 ,"FT923-10781 _AN-CG2ASAASFT 920729   FT  29 JUL 92 / World Trade News: Investors find the door ajar in Cuba - Businessmen report limited but growing foreign involvement      By STEPHEN FIDLER   FOREIGN involvement in the Cuban economy is growing significantly, according to British businessmen recently returned from a trade mission to Cuba. Their conclusions, described in a restricted circulation report, are that the government is trying to move towards a state that is 'managed rather than intimately controlled' by the Communist Party. The report, 'Cuba opens its doors to British business', says a kind of 'creeping privatisation' - with the notable exception of land ownership - is under way in a bid to re-orient the economy following the collapse of trade with the former Soviet Union and east Europe. Competition is being encouraged between autonomous and older state enterprises, as is profit, and the retention of hard currency earnings is allowable through an independent banking system. The Cubans are seeking to re-orient export production, obtain new markets and find new sources of convertible currency. The report suggests companies from Spain, Italy, France, Canada, Brazil, Mexico and Argentina are taking the lead in investment in Cuba. The report points to two main growth areas: biotechnology and tourism. In biotechnology, the aim is to link laboratories to the production and commercialisation of advanced research finished or nearing completion. Biotechnological research is likely to be marketed in the EC through joint ventures with Spanish, Dutch and Hungarian companies. In tourism, already the country's largest foreign exchange earner, the development of new facilities has become the highest priority. In 1991, Cuba received more than 400,000 visitors and expects to receive more than 500,000 this year, projected to reach 1m by 1995 of which 80 per cent will come from Europe. Cuba plans to build a further 3,000-4,000 rooms a year to 1995. Based on projects already implemented and other feasibility studies, foreign partners can recover investment in three years. Spain has been the most aggressive investor in tourism, while Austrian, Italian, German, Swiss and Mexican companies have also shown interest. Projects are being discussed with Ramada, Inter-Continental, Camino Real, Lonhro Metropole Group, Club Med and other companies, including some from the US. A recent decision to encourage joint ventures and commercial arrangements in other sectors may in reality be somewhat limited. The report notes that the government is not interested in joint ventures in the production of sugar, health care, education, tobacco or in infrastructure outside Havana. Cuba has, however, proposed to the Russian government a joint venture in Russia to refine sugar. Cuba is also looking at the possibilities of providing health care, hospital clinics and other social services to republics of the former Soviet Union. The report suggests changes made thus far are likely to be followed by yet more dramatic changes and innovation in developing new commercial relationships and towards acquiring more advanced technology. 'Almost every aspect of traditional Cuban central planning has been abandoned in the autonomous sector and for joint ventures and there are signs that this process is now spreading to the internal sector,' the report says. Already all enterprises and government agencies are meant to cover expenditure from income. Even the sports ministry now has to earn its hard currency requirements from its training and other activities in third countries. The State Committee for Economic Co-operation, whose historical role was as co-ordinator of government-to-government negotiations and with which the predominant responsibility for joint ventures now lies, says some 50-60 joint venture agreements or other forms of economic association have been signed, and about 200 are under discussion. However, the report says Cuban ministers acknowledge that most investment opportunities will be through economic association since a true joint venture is difficult to structure. There are other difficulties too, not mentioned in the report. Some British businessmen considering business with Cuba say they have received hints that it might have adverse consequences on their regulatory treatment in the US. The Administration has already tightened regulations on shipping goods to Cuba. Congressional proposals to tighten the economic noose around Cuba are causing concern as they could trigger a row with the British and other governments over the extraterritorial ambitions of US law. 'It is for the British government not the US Congress to determine the UK's policy on trade with Cuba,' one UK official warned. Companies have also experienced not-so-subtle pressure from Cuban exile groups, which sometimes have significant knowledge about companies' investment proposals in Cuba.  The Financial Times   London Page 4  "
0," FBIS3-61299      ""jpusr005"," FBIS3-61299      ""jpusr005___94034""        FBIS-USR-94-005  Document Type:JPRS  Document Title:       FBIS Report: Central Eurasia     26 January 1994   RUSSIA   INTERNATIONAL AFFAIRS      Results of Cuban Delegation Visit Viewed as `New  Rapprochement'    944Q0124A Moscow SEGODNYA in Russian No 105, 29 Dec 93 p 3   944Q0124A    Moscow SEGODNYA     Language:  Russian  Article Type:CSO    [Article by Leonid Velekhov: ""Mr. Shumeyko Has Found the  Golden Mean in Relations With Cuba; Now the Question Is Whether  They Will Bring a Lot of Gold to Russia""]    [Text] The visit to Russia that was concluded last week by  a Cuban governmental delegation headed by Deputy Chairman of the  Council of Ministers Lionel Soto, without a doubt, marked a new  Moscow and Havana rapprochement and, at the same time, a final  rejection by Russia, apparently, of attempts to get ""on board""  in the anti-Cuban political situation.    The new rapprochement was documentarily consolidated in  trade-economic agreements and in a general Russian-Cuban  memorandum on the results of the intergovernmental negotiations  that were signed last Friday. The latter was signed by Mr. Soto  and First Deputy Prime Minister of the Russian Government  Vladimir Shumeyko. Besides this, Mr. Soto and First Deputy Prime  Minister of Russia Oleg Soskovets signed an agreement on the  same day about the founding of the Russian-Cuban economic trade  association Roskuba, whose founders on the Russian side are  already prepared to come out with about 30 large domestic  financial-industrial and banking groups, including the  association Rosneft, Tatneft, certain Urals plants, a number of  nickel producers, and others. Commenting on this agreement for  the INTERFAX agency, Mr. Shumeyko declared that it ""lowers the  rank of economic and trade relations from interstate relations  to relations between producers.""    Mr. Shumeyko did not rule out that ""the signed agreements  affect the interests of third countries""--those who are buying  up raw sugar in Cuba in order to sell it to Russia later, but  now, naturally, at other prices, and those who for political  considerations would like to hinder the rapprochement of Russia  and Cuba. He added that he was not interested in political  assessments of the signed agreements, no matter where they came  from, and he expressed the hope that Russia henceforth will  select its economic partners out of economic and not political  considerations. ""We have a lot in common with Cuba, despite the  political disagreements, and we have found that golden mean  which will make it possible for us to develop relations with  this country that are mutually beneficial,"" Mr. Shumeyko  generalized.    Indeed, Russia has already lost a lot of money by rebuying  Cuban sugar from third countries. It also happened that Russia  acted at the bidding of the interests of ""still other"" third  countries--the same ones who, for their own political reasons,  wanted to obstruct the Russo-Cuban rapprochement. And, for  example, it shamefully abstained last year in the UN during  voting on the declaration calling on the United States to remove  the anti-Cuban embargo.    Thus, the obstacles in the form of political prejudices have  been overcome. Not entirely, of course, because however  paradoxical, the statements themselves of Mr. Shumeyko, as well  as those of Mr. Soskovets, who declared that for Russia Cuba is  the same as ""the near abroad,"" contain a lot of superfluous  political fervor and a desire to ""rebuke"" recent opponents of  Russo-Cuban cooperation.    In accordance with the signed agreements, Russia will buy  1.5  million tonnes of raw sugar from Cuba next year (given an annual  consumption of about 7 million tonnes and its own  production--2-2.5 million tonnes). In exchange for this, it will  deliver 4 million tonnes of oil to Cuba in two stages. This  ratio is considerably less profitable for Russia than that which  was planned originally--2 million tonnes of Cuban sugar in  exchange for 3.3 million tonnes of Russian oil and oil products.  It can be assumed that the change in the proportion is  associated with the catastrophic results of the Cuban sugar  harvest campaign, not the least reason for which was the present  departure of Russia, which was retrieving its losses, with its  equipment, spare parts, and diesel oil, from the Caribbean  island. It can be supposed that Cuba should be advanced at least  a little money so that it could restore its production of raw  sugar, which has fallen almost by half. Only in this case would  it be good to explain the change in the original conditions of  the agreement, so that doubts would not creep in about whether  Mr. Shumeyko in fact did find the golden mean.    There is one more result of the last negotiations. After  they  were over, Oleg Davydov, the minister of foreign economic  relations of Russia, if one is to believe the television program  ""Vesti,"" made a statement for all to hear about the problem  between the two countries in the form of the Cuban debt to  Russia. And he even divulged its approximate size: More than $20  billion. It seems that this was the first time that such an  imposing figure had come out of the mouth of a highly placed  Russian government person--it had previously circulated in  unofficial circles and was refuted by the Cuban side and called  a fantasy. This time there were no denials, and it could be  assumed that this approximate figure ""was adopted as a basis.""  Indeed, having reported it, Mr. Davydov then and there made the  reservation that he understands that Cuba is insolvent today,  especially with respect to such large sums. It is difficult not  to agree with him, if one has in mind only the direct monetary  servicing of the debt. But, after all, besides it, other forms  exist. Why not address them and receive from Cuba on account of  debt servicing not sugar, of course--otherwise what will it use  in exchange for Russian oil--but citrus fruit, and the wonderful  Cuban rum, liqueurs, and tobacco articles, long forgotten here?  And is it not worth it in this case to wait a little with  ""lowering"" Russian-Cuban relations from the state level to  ""producer levels?"" It is precisely the state level that is  necessary to resolve this problem.    But, in general, summing up: This new rapprochement has to  be  employed with discretion, so that it is not transformed into a  new edition of an old friendship, which did not make either of  the two countries rich. Russia has many interests in Cuba, which  in the past two years have been abandoned and neglected and have  gone off to foreign, tenacious, and solicitous hands.    And in conclusion, there is this apocrypha. When Boris  Yeltsin in 1986 stopped over in Cuba on his way to Nicaragua,  where he was going as the head of a Soviet party-government  delegation, Fidel himself came to the airport to meet him,  although party protocol did not envision such an honor for a  Politburo candidate member. Castro liked Yeltsin very much; he  looked after him incessantly, drove him around Havana himself,  showing him the city--an honor that he had not bestowed on far  more highly placed guests--and in the end he said about him to  someone: ""He is the only real Leninist in the present Soviet  leadership."" Well, then, old sympathies have now received an  incentive for revival.     "
0," FBIS4-10219      ""drlat069"," FBIS4-10219      ""drlat069_a_94007""        FBIS-LAT-94-069  Daily Report    8 Apr 1994      CARIBBEAN   Cuba      Russia, Colombia Favor Lifting U.S. Blockade      Russia, Colombia Favor Lifting U.S. Blockade      FL0804192894 Havana Radio Rebelde Network in Spanish 1700  GMT 8 Apr 94    FL0804192894    Havana Radio Rebelde Network    Spanish     BFN     [Text] Russia and Colombia today supported the proposal in  favor of lifting the U.S. blockade against Cuba on the occasion  of Colombian Foreign Minister Noemi Sanin's visit to Moscow.    After signing an agreement on bilateral relations, Sanin  confirmed in a brief dialogue with reporters that the Cuban  issue was discussed, especially common satisfaction with the  reestablishment of relations between Havana and Bogota. Andrey  Kozyrev also said that Russia favors the normalization of  relations between Cuba and the United States. He added that  confrontations should be avoided, and residuals of the Cold War  left behind.     "
0," FBIS4-41484      ""drsov123"," FBIS4-41484      ""drsov123_a_94037""        FBIS-SOV-94-123  Daily Report    24 Jun 1994      RUSSIA INTERNATIONAL AFFAIRS      Soskovets, Cuban Official Discuss Trade Partnership      Soskovets, Cuban Official Discuss Trade Partnership      LD2506012194 Moscow ITAR-TASS World Service in Russian 1444  GMT 24 Jun 94    LD2506012194    Moscow ITAR-TASS World Service    Russian     BFN    [By ITAR-TASS correspondent Gennadiy Yezhov]    [Text] Moscow, 24 Jun (TASS) -- Cuba could become the  strategic base launching Russian high technology onto Latin  American markets. This was Deputy Prime Minister Oleg  Soskovets's proposal to Cuban Deputy Prime Minister Lionel Soto  [title as received], with whom he had a working meeting today.    Oleg Soskovets said Russia was interested in selling a large  batch of military helicopters to Colombia to fight the drug  mafia. In a deal like this Russia could offer Colombia very  competitive conditions. As is known, Colombia today is facing a  need for this type of aviation technology. Cuba for its part  has very close links with Latin American countries and also  knows the situation on the local market and could offer  considerable support to Russian firms trying to export their  products to Latin America. Russians have so far had to try to  operate on their own on the Latin American continent and often  suffered losses as a result, Soskovets said.    The interstate company RosCuba, set up recently, is playing  an important role in promoting cooperation between Cuba and  Russia in bringing Russian goods and technology into Latin  America, Oleg Soskovets and his colleague Lionel Soto believe.     "
