,article_id,corpus_text
0,FT931-10913 ,"FT931-10913 _AN-DBEBVAEGFT 930205   FT  05 FEB 93 / Observer: Uncomfortable   Bad news for all of you who thought the dispute over the ownership of the Falkland Islands had gone away. In fact it's set fair to return as a diplomatic nightmare as we approach the millennium, thanks to that cause of many past conflicts, oil. A Falkland Islands' councillor, Terry Peck, has just sent an open letter to certain British MPs complaining that the British government has failed to provide a 'letter of comfort' to the oil industry; this would have confirmed to the industry that a Pounds 6m oil exploration survey being conducted around the islands would be just the first step to full exploitation. The letter says: 'The lack of action stems from the reluctance of ministers to face Argentina on this issue. . . . The Argentine government has already written twice to oil companies claiming sovereignty over the areas concerned. Britain has done nothing to counter these claims.' Goodness knows what might happen were oil actually to be found.   Countries:-  ARZ  Argentina, South America.     FKZ  Falkland Islands.   Industries:-  P1311  Crude Petroleum and Natural Gas.     P91  Executive, Legislative and General Government.   Types:-  CMMT  Comment and Analysis.  The Financial Times   London Page 13  "
0,FT932-16710 ,"FT932-16710 _AN-DDDAIAA2FT 930403   FT  03 APR 93 / British Gas in Argentine oil talks      By JOHN BARHAM      BUENOS AIRES   BRITISH Gas and YPF, Argentina's state-owned oil company, are negotiating the possibility of jointly exploring and developing offshore gas and oilfields bordering the Falkland islands' territorial waters. A British Gas executive yesterday confirmed that 'we have been discussing with YPF a number of possible joint ventures. There is an offering in the South Atlantic and we have discussed the possibility of joining up with YPF, but there is nothing formal yet.' The government plans to sell rights to six blocks in Argentine waters adjacent to Falkland waters. A tender was scheduled for last Wednesday, but YPF requested it be postponed for 90 days after British Gas had asked for more time to analyse technical data. A government official said no other companies were interested in the region because of the dispute with Britain over the Falkland islands. None the less, two companies are carrying out seismic exploration surveys off the Falklands under licences issued by the islands. Buenos Aires is anxious to increase British trade and investment, which it hopes would allay the Falklands' suspicion of Argentina and create commercial ties with Britain that would offset the vociferous pro-Falkland lobby in London. British Gas already produces oil in Argentina and last December bought a 29 per cent share in the privatised Buenos Aires gas distribution company. UK plans to invite Argentine ministers to Britain later this year have been welcomed in Buenos Aires.   Companies:-  British Gas.     Yacimientos Petroliferos Fascales.   Countries:-  FKZ  Falkland Islands.   Industries:-  P2911 Petroleum Refining.     P1311 Crude Petroleum and Natural Gas.   Types:-  COMP  Strategic links  Joint venture.  The Financial Times   London Page 4  "
0,FT921-6603 ,"FT921-6603 _AN-CB0CIABEFT 920227   FT  27 FEB 92 / UK and Argentina open talks on Falklands' oil      By JOHN BARHAM      BUENOS AIRES   BRITAIN and Argentina yesterday began discussions in Buenos Aires on developing oil resources in the South Atlantic, writes John Barham from Buenos Aires. The talks, expected to last two to three days, are the first formal negotiations on the most challenging and complex issue facing the two sides, apart from the central question of sovereignty over the Falkland Islands. It has long been rumoured that the seabed around the islands holds large oil reserves. However, there has been no exploration in the region since an inconclusive survey in the 1970s. Last year, London authorised the local Falkland Islands government to issue seismic exploration licences, bringing the fraught issue of oil resources to the fore. If oil is found in commercial quantities around the islands, co-operation with Argentina would be essential to develop the reserves. Major gasfields have been found in Argentine waters between Tierra de Fuego and the Falklands, but, so far, little oil has been found. Although both sides will use this week's talks to set out their points of view, issues such as harmonisation of legislation, law enforcement, taxation, environmental policies and the demarcation of zones are yet to be addressed. Inevitably, they will touch either directly or indirectly on the sensitive issue of sovereignty. The islands' councillors have yet to pass any oil legislation. Their laws will depend on the outcome of the talks with Buenos Aires. However, Argentina does not recognise the Falklands' local government.  The Financial Times   London Page 5  "
0,FT941-13429 ,"FT941-13429 _AN-EAZDAAA1FT 940126   FT  26 JAN 94 / British offer over Falklands oil      By DAVID OWEN and JOHN BARHAM      LONDON, BUENOS AIRES   The British government has indicated its readiness to allow Argentine companies to take part in the development of oilfields in the Falkland islands' territorial waters - provided they acknowledge that any oil extracted belongs to Britain. Government sources think it unlikely that Argentine interests will end up operating installations on the islands themselves, but believe Argentina's coast could be a logical site for support operations. Preliminary results from seismic surveys conducted last year around the Falklands suggested the possibility of finding oil across a zone 25 per cent larger than the North Sea. The disclosure of Britain's position follows a recent request from Buenos Aires for a meeting of senior foreign ministry officials to discuss joint development of oil resources. London has yet to agree to this meeting. Reaching an oil accord with the UK is Argentina's next important policy objective, but it is unlikely to accept terms that implicitly recognise Britain's sovereignty over the islands. Buenos Aires has used recent talks on fish to press for a role in the development of possible oil and gas reserves. British Gas said last year it had discussed joint offshore exploration close to the disputed waters with YPF, Argentina's state-owned oil company. Some Falkland islanders are said to recognise that rapprochement with Argentina would probably be necessary if an oil industry were to be developed. Recent developments come against a background of steadily improving relations between the two former belligerents. A year ago, Mr Douglas Hurd, foreign secretary, became the first UK cabinet minister to visit Argentina since the 1982 Falkland islands conflict. Since then both Mr Domingo Cavallo, Argentina's economy minister, and Mr Guido Di Tella, foreign minister, have visited Britain.   Countries:-  FKZ  Falkland Islands.   Industries:-  P1311 Crude Petroleum and Natural Gas.     P9721 International Affairs.   Types:-  GOVT  Government News.     RES  Natural resources.  The Financial Times   London Page 3  "
0,FT934-4856 ,"FT934-4856 _AN-DLBCKABLFT 931202   FT  02 DEC 93 / Falkland Island oil hopes      By STEPHEN FIDLER, Latin America Editor   Britain's Foreign Office yesterday played down the significance of a survey suggesting a good chance of finding oil in the South Atlantic around the Falkland Islands. Mr Phil Richards of the British Geological Survey, which carried out a seismic survey around the islands this year, said yesterday: 'The potential is good all around the islands. But we will not know exactly how much oil is there until someone starts digging.' The zone around the islands with the type of geological formation most likely to contain oil was 50 per cent larger than the British section of the North Sea, the survey said. But the Foreign Office said any new information could only be preliminary, since full seismic data would only become available next year. It further emphasised that seismic studies in themselves could not ensure the presence of oil. A round of exploratory drilling and more seismic tests were planned. Only after drilling could the presence of oil be guaranteed. Even then, it would be uncertain whether oil was available in commercial quantities, particularly given the difficult conditions in the waters around the islands, whose sovereignty is disputed between Britain and Argentina. Mr Douglas Hurd, UK foreign secretary, said this year that co-operation on oil exploration with Argentina remained a possibility. Oil company executives have said large-scale investment of oil development in the region would require a more explicit agreement on sovereignty than exists at present.   Countries:-  FKZ  Falkland Islands.   Industries:-  P13   Oil and Gas Extraction.   Types:-  RES  Natural resources.  The Financial Times   London Page 7  "
0,FT942-12805 ,"FT942-12805 _AN-ED1EOAA5FT 940428   FT  28 APR 94 / Argentina and UK to hold oil talks      By JOHN BARHAM      BUENOS AIRES   Britain and Argentina are to hold talks in July on joint oil exploration in waters surrounding the Falkland Islands, two years after a previous round of oil talks collapsed. A British official said negotiators would focus on the next phase of exploration. The Falklands' government plans a second licensing round for seismic explorations beginning in July and running until March 1995. The Falklands selected two companies to carry out initial seismic surveys shortly after the 1992 negotiations failed. Argentina broke off talks after failing to agree on demarcation of Falkland waters bordering its territorial waters. International oil companies say co-operation with Argentina is important, given the need for heavy investments in a disputed zone. A UK official said successful joint management of fish stocks showed the sovereignty dispute could be put aside while both sides pursued practical interests, but Argentina's foreign ministry argues oil is different because it is a non-renewable resource, with important legal and tax ramifications. Both sides fear concessions over oil would imply recognition of the other's sovereignty claim. The Falklands remain a fixation in Argentina, which still claims the islands, despite defeat in the 1982 conflict with Britain. President Carlos Menem says Argentina will 'recover' the islands by the year 2000. Argentine security forces have raided a secret training camp in thick forest close to Buenos Aires used by paramilitaries linked to right-wing army rebels who have led four mutinies since 1987.   Countries:-  FKZ  Falkland Islands.     ARZ  Argentina, South America.   Industries:-  P13   Oil and Gas Extraction.     P9711 National Security.   Types:-  RES  Natural resources.     TECH  Patents  Licences.  The Financial Times   London Page 6  "
0,FT941-9999 ,"FT941-9999 _AN-EBKCTADZFT 940211   FT  11 FEB 94 / Observer: Island package tour   Anyone fancy running a small country? The job of chief executive of the Falkland Islands government is up for grabs. It pays well - Pounds 50,000 a year - and there are the usual perks, unlimited fishing, rough shooting, free limo etc . . . Ronald Sampson, the boss since April 1989, is leaving when his contract expires. He's returning to the family home at Stratford upon Avon, so far without any other job lined up. Faced with the messy task of untangling 20-odd companies involved in a fishing fiasco, which left the Falkland Islands with losses of some Pounds 25m, he's acquitted himself well. 'We've been scandal-free for five years,' he adds - no mean achievement given the islands' history. Potential replacements will be required to strut their stuff in front of an interviewing board consisting of Sampson; Sukey Cameron, the islands government's London representative; Gordon Jewkes, a former governor; a bod from the Foreign Office; and Paul Stevenson, former Royal Marines' commander. The job involves managing 200 civil servants (10 per cent of the population) and representing the islands in commercial and overseas contexts. It could be a particularly sensitive post given the flurry of excitement over the islands' oil potential, although exploration is unlikely to start before 1995. Sounds like just the sort of challenge for Bob Horton, the deposed boss of British Petroleum, if he were not tied up back home trying to make sure that Britain's railway privatisation runs on time.   Countries:-  FKZ  Falkland Islands.   Industries:-  P9111 Executive Offices.   Types:-  NEWS  General News.  The Financial Times   London Page 17  "
0,FT922-15099 ,"FT922-15099 _AN-CDBBKAGQFT 920402   FT  02 APR 92 / Falklands invites oil search tenders      By JIMMY BURNS and JOHN BARHAM      LONDON, BUENOS AIRES   THE FALKLAND ISLANDS gov-ernment is inviting tenders for seismic studies in disputed territorial waters in the South Atlantic, in effect excluding Argentina from the initial search for oil in the area. Senior Falklands government officials have been told by the Foreign Office that further steps towards developing an oil industry in the area  - such as full-scale exploration  - must await agreement between London and Buenos Aires. However, this initial move, coinciding with the tenth anniversary today of the Argentine invasion of the Falklands, could provoke a strong protest from Argentina, which has been pressing for joint participation with the UK on every stage of the Falklands' oil programme. Its timing also appears to have pre-empted the outcome of the UK general election, which Falkland Islanders fear may lead to a Labour victory and a more conciliatory attitude towards Buenos Aires on the issue of sovereignty. Surprised foreign ministry officials in Buenos Aires said they had been reassured by the UK there would be no unilateral move on oil. Argentina wants to participate in the seismic studies, which it considers important in establishing the true economic potential of the area. Argentina, which does not recognise the islands' government, claims sovereignty over the surrounding waters. But the Foreign Office in London said that the Falklands government could, under local legislation, exercise rights over the seabed and the subsoil of the continental shelf around the islands. There is widespread speculation in the Falklands and in Buenos Aires that the islands have large oil reserves. A study of their oil potential by a private company in the 1970s has remained a closely guarded secret. Mr Ronald Sampson, chief executive of the islands' council, said there was no reason why the Falkland Islands could not go ahead with the studies. He expected seismic studies to be completed by the end of this year and to be in a position to licence blocks for exploration by the middle of 1993. Mr Sampson said local councillors had been 'made aware by the British government' that in the 'longer term there will have to be a much closer co-operation with Argentina in the exploration of oil'. UK-Argentine talks in Buenos Aires in February about oil were inconclusive, but further negotiations are planned for in London in June. The Foreign Office said last night that, given the 'sensitivity' of the oil issue, London and Buenos Aires were remaining in constant contact with each other.  The Financial Times   London Page 20  "
0,FT921-8458 ,FT921-8458 _AN-CBRBMAAEFT 920218   FT  18 FEB 92 / World News in Brief: Falklands talks   A first round of Anglo-Argentine talks on seismic exploration around the disputed Falkland Islands will take place in Buenos Aires this month.  The Financial Times   London Page 1  
0,FT921-8241 ,FT921-8241 _AN-CBSBXAABFT 920218   FT  18 FEB 92 / World News In Brief: Falklands talks   A first round of Anglo-Argentine talks on seismic exploration around the disputed Falkland Islands will take place in Buenos Aires later this month.  The Financial Times   International Page 1  
